
// Different dates!!

4758	14.05.2011 00:10:00	0
4758	14.05.2011 00:20:00	0
4758	14.05.2011 00:30:00	1
4758	14.05.2011 00:40:00	0
4758	14.05.2011 00:50:00	0
4758	14.05.2011 01:00:00	0
4758	14.05.2011 01:10:00	0
4758	14.05.2011 01:20:00	0
4758	14.05.2011 01:30:00	1
4758	14.05.2011 01:40:00	0
4758	14.05.2011 01:50:00	0
4758	14.05.2011 02:00:00	0
4758	14.05.2011 02:10:00	0
4758	14.05.2011 02:20:00	0
4758	14.05.2011 02:30:00	0
4758	14.05.2011 02:40:00	0
4758	14.05.2011 02:50:00	0
4758	14.05.2011 03:00:00	0
4758	14.05.2011 03:10:00	0
4758	14.05.2011 03:20:00	0
4758	14.05.2011 03:30:00	0
4758	14.05.2011 03:40:00	0
4758	14.05.2011 03:50:00	0
4758	14.05.2011 04:00:00	0
4758	14.05.2011 04:10:00	0
4758	14.05.2011 04:20:00	0
4758	14.05.2011 04:30:00	0
4758	14.05.2011 04:40:00	0
4758	14.05.2011 04:50:00	0
4758	14.05.2011 05:00:00	0
4758	14.05.2011 05:10:00	0
4758	14.05.2011 05:20:00	0
4758	14.05.2011 05:30:00	0
4758	14.05.2011 05:40:00	0
4758	14.05.2011 05:50:00	0
4758	14.05.2011 06:00:00	0
4758	14.05.2011 06:10:00	0
4758	14.05.2011 06:20:00	0
4758	14.05.2011 06:30:00	0
4758	14.05.2011 06:40:00	0
4758	14.05.2011 06:50:00	0
4758	14.05.2011 07:00:00	0
4758	14.05.2011 07:10:00	0
4758	14.05.2011 07:20:00	0
4758	14.05.2011 07:30:00	1
4758	14.05.2011 07:40:00	0
4758	14.05.2011 07:50:00	0
4758	14.05.2011 08:00:00	0
4758	14.05.2011 08:10:00	0
4758	14.05.2011 08:20:00	0
4758	14.05.2011 08:30:00	0
4758	14.05.2011 08:40:00	0
4758	14.05.2011 08:50:00	2
4758	14.05.2011 09:00:00	0
4758	14.05.2011 09:10:00	0
4758	14.05.2011 09:20:00	0
4758	14.05.2011 09:30:00	0
4758	14.05.2011 09:40:00	4
4758	14.05.2011 09:50:00	20
4758	14.05.2011 10:00:00	4
4758	14.05.2011 10:10:00	6
4758	14.05.2011 10:20:00	1
4758	14.05.2011 10:30:00	1
4758	14.05.2011 10:40:00	2
4758	14.05.2011 10:50:00	2
4758	14.05.2011 11:00:00	1
4758	14.05.2011 11:10:00	2
4758	14.05.2011 11:20:00	1
4758	14.05.2011 11:30:00	1
4758	14.05.2011 11:40:00	2
4758	14.05.2011 11:50:00	4
4758	14.05.2011 12:00:00	0
4758	14.05.2011 12:10:00	8
4758	14.05.2011 12:20:00	9
4758	14.05.2011 12:30:00	7
4758	14.05.2011 12:40:00	12
4758	14.05.2011 12:50:00	30
4758	14.05.2011 13:00:00	14
4758	14.05.2011 13:10:00	1
4758	14.05.2011 13:20:00	1
4758	14.05.2011 13:30:00	3
4758	14.05.2011 13:40:00	2
4758	14.05.2011 13:50:00	1
4758	14.05.2011 14:00:00	1
4758	14.05.2011 14:10:00	0
4758	14.05.2011 14:20:00	3
4758	14.05.2011 14:30:00	5
4758	14.05.2011 14:40:00	4
4758	14.05.2011 14:50:00	2
4758	14.05.2011 15:00:00	4
4758	14.05.2011 15:10:00	9
4758	14.05.2011 15:20:00	21
4758	14.05.2011 15:30:00	5
4758	14.05.2011 15:40:00	0
4758	14.05.2011 15:50:00	4
4758	14.05.2011 16:00:00	2
4758	14.05.2011 16:10:00	2
4758	14.05.2011 16:20:00	2
4758	14.05.2011 16:30:00	1
4758	14.05.2011 16:40:00	2
4758	14.05.2011 16:50:00	4
4758	14.05.2011 17:00:00	4
4758	14.05.2011 17:10:00	4
4758	14.05.2011 17:20:00	6
4758	14.05.2011 17:30:00	12
4758	14.05.2011 17:40:00	7
4758	14.05.2011 17:50:00	24
4758	14.05.2011 18:00:00	8
4758	14.05.2011 18:10:00	3
4758	14.05.2011 18:20:00	0
