# time  created  delivered  delivered/created
3714.0000 114 72 0.6316
3714.0000 114 73 0.6404
3715.0000 115 73 0.6348
3715.0000 115 74 0.6435
3716.0000 116 74 0.6379
3716.0000 116 75 0.6466
3717.0000 117 75 0.6410
3717.0000 117 76 0.6496
3718.0000 118 76 0.6441
3718.0000 118 77 0.6525
3719.0000 119 77 0.6471
3719.0000 119 78 0.6555
3720.0000 120 78 0.6500
3721.0000 121 78 0.6446
3721.0000 121 79 0.6529
3722.0000 122 79 0.6475
3723.0000 123 79 0.6423
3724.0000 124 79 0.6371
3725.0000 125 79 0.6320
3725.0000 125 80 0.6400
3726.0000 126 80 0.6349
3726.0000 126 81 0.6429
3727.0000 127 81 0.6378
3728.0000 128 81 0.6328
3728.0000 128 82 0.6406
3729.0000 129 82 0.6357
3730.0000 130 82 0.6308
3731.0000 131 82 0.6260
3732.0000 132 82 0.6212
3733.0000 133 82 0.6165
3733.0000 133 83 0.6241
3734.0000 134 83 0.6194
3735.0000 135 83 0.6148
3736.0000 136 83 0.6103
3737.0000 137 83 0.6058
3738.0000 138 83 0.6014
3739.0000 139 83 0.5971
3739.0000 139 84 0.6043
3740.0000 140 84 0.6000
3741.0000 141 84 0.5957
3742.0000 142 84 0.5915
3743.0000 143 84 0.5874
3744.0000 144 84 0.5833
3745.0000 145 84 0.5793
3746.0000 146 84 0.5753
3747.0000 147 84 0.5714
3747.0000 147 85 0.5782
3748.0000 148 85 0.5743
3748.0000 148 86 0.5811
3749.0000 149 86 0.5772
3750.0000 150 86 0.5733
3750.0000 150 87 0.5800
3751.0000 151 87 0.5762
3752.0000 152 87 0.5724
3753.0000 153 87 0.5686
3753.0000 153 88 0.5752
3754.0000 154 88 0.5714
3755.0000 155 88 0.5677
3756.0000 156 88 0.5641
3757.0000 157 88 0.5605
3758.0000 158 88 0.5570
3758.0000 158 89 0.5633
3759.0000 159 89 0.5597
3760.0000 160 89 0.5563
3761.0000 161 89 0.5528
3761.0000 161 90 0.5590
3762.0000 162 90 0.5556
3763.0000 163 90 0.5521
3763.0000 163 91 0.5583
3764.0000 164 91 0.5549
3765.0000 165 91 0.5515
3765.0000 165 92 0.5576
3766.0000 166 92 0.5542
3767.0000 167 92 0.5509
3768.0000 168 92 0.5476
3768.0000 168 93 0.5536
3769.0000 169 93 0.5503
3770.0000 170 93 0.5471
3771.0000 171 93 0.5439
3772.0000 172 93 0.5407
3773.0000 173 93 0.5376
3773.0000 173 94 0.5434
3774.0000 174 94 0.5402
3775.0000 175 94 0.5371
3776.0000 176 94 0.5341
3777.0000 177 94 0.5311
3778.0000 178 94 0.5281
3778.0000 178 95 0.5337
3779.0000 179 95 0.5307
3779.0000 179 96 0.5363
3780.0000 180 96 0.5333
3780.0000 180 97 0.5389
3780.0000 180 98 0.5444
3781.0000 181 98 0.5414
3782.0000 182 98 0.5385
3783.0000 183 98 0.5355
3783.0000 183 99 0.5410
3784.0000 184 99 0.5380
3785.0000 185 99 0.5351
3786.0000 186 99 0.5323
3787.0000 187 99 0.5294
3788.0000 188 99 0.5266
3789.0000 189 99 0.5238
3790.0000 190 99 0.5211
3790.0000 190 100 0.5263
3791.0000 191 100 0.5236
3792.0000 192 100 0.5208
3792.0000 192 101 0.5260
3792.0000 192 102 0.5313
3793.0000 193 102 0.5285
3793.0000 193 103 0.5337
3794.0000 194 103 0.5309
3795.0000 195 103 0.5282
3795.0000 195 104 0.5333
3796.0000 196 104 0.5306
3796.0000 196 105 0.5357
3797.0000 197 105 0.5330
3797.0000 197 106 0.5381
3798.0000 198 106 0.5354
3798.0000 198 107 0.5404
3799.0000 199 107 0.5377
3800.0000 200 107 0.5350
3800.0000 200 108 0.5400
3800.0000 200 109 0.5450
3801.0000 201 109 0.5423
3801.0000 201 110 0.5473
3802.0000 202 110 0.5446
3803.0000 203 110 0.5419
3803.0000 203 111 0.5468
3804.0000 204 111 0.5441
3804.0000 204 112 0.5490
3805.0000 205 112 0.5463
3806.0000 206 112 0.5437
3806.0000 206 113 0.5485
3807.0000 207 113 0.5459
3808.0000 208 113 0.5433
3808.0000 208 114 0.5481
3809.0000 209 114 0.5455
3810.0000 210 114 0.5429
3810.0000 210 115 0.5476
3811.0000 211 115 0.5450
3812.0000 212 115 0.5425
3812.0000 212 116 0.5472
3813.0000 213 116 0.5446
3814.0000 214 116 0.5421
3814.0000 214 117 0.5467
3815.0000 215 117 0.5442
3815.0000 215 118 0.5488
3816.0000 216 118 0.5463
3817.0000 217 118 0.5438
3817.0000 217 119 0.5484
3818.0000 218 119 0.5459
3818.0000 218 120 0.5505
3819.0000 219 120 0.5479
3820.0000 220 120 0.5455
3821.0000 221 120 0.5430
3821.0000 221 121 0.5475
3822.0000 222 121 0.5450
3823.0000 223 121 0.5426
3824.0000 224 121 0.5402
3824.0000 224 122 0.5446
3825.0000 225 122 0.5422
3826.0000 226 122 0.5398
3827.0000 227 122 0.5374
3827.0000 227 123 0.5419
3828.0000 228 123 0.5395
3828.0000 228 124 0.5439
3829.0000 229 124 0.5415
3829.0000 229 125 0.5459
3830.0000 230 125 0.5435
3830.0000 230 126 0.5478
3831.0000 231 126 0.5455
3832.0000 232 126 0.5431
3832.0000 232 127 0.5474
3833.0000 233 127 0.5451
3834.0000 234 127 0.5427
3835.0000 235 127 0.5404
3836.0000 236 127 0.5381
3837.0000 237 127 0.5359
3838.0000 238 127 0.5336
3838.0000 238 128 0.5378
3839.0000 239 128 0.5356
3840.0000 240 128 0.5333
3841.0000 241 128 0.5311
3842.0000 242 128 0.5289
3843.0000 243 128 0.5267
3844.0000 244 128 0.5246
3845.0000 245 128 0.5224
3846.0000 246 128 0.5203
3846.0000 246 129 0.5244
3847.0000 247 129 0.5223
3848.0000 248 129 0.5202
3848.0000 248 130 0.5242
3849.0000 249 130 0.5221
3849.0000 249 131 0.5261
3850.0000 250 131 0.5240
3851.0000 251 131 0.5219
3852.0000 252 131 0.5198
3852.0000 252 132 0.5238
3853.0000 253 132 0.5217
3853.0000 253 133 0.5257
3854.0000 254 133 0.5236
3854.0000 254 134 0.5276
3855.0000 255 134 0.5255
3856.0000 256 134 0.5234
3857.0000 257 134 0.5214
